	X02_mean	X08_mean	theta	prob	log2FC	length
lcl|NC_013967.1_cds_WP_004044952.1_3964	543.659590552467	1024.40873645628	-1.87705152300914	0.99999994110939	-0.914015958070079	641
lcl|NC_013967.1_cds_WP_004044951.1_3963	558.992349637252	1185.70183865455	-2.16404823498536	0.999999999999981	-1.08484082599326	392
lcl|NC_013967.1_cds_WP_013035500.1_3962	26.1125122575977	41.9421493020537	-0.371585778514995	0.904311463125562	-0.6836595289169	992
lcl|NC_013967.1_cds_WP_004044943.1_3961	25.9393091706476	26.5759409927439	-0.0192567484657521	0.0121536716178278	-0.0349807176764068	2576
lcl|NC_013967.1_cds_WP_004044927.1_3959	71.0852795971064	78.212304406602	-0.090848663517282	0.298947103689472	-0.137844754834145	605
lcl|NC_013967.1_cds_WP_004044925.1_3958	944.789681399651	764.15215337576	0.705217262440577	0.953146044368306	0.306133280691704	914
lcl|NC_013967.1_cds_WP_004044915.1_3954	632.084554904754	496.412003890298	0.577152461539473	0.934197920083417	0.348579560665085	275
lcl|NC_013967.1_cds_WP_004044914.1_3953	2.82061516198732	3.21963965255272	-0.0761445648217548	0.218023216565597	-0.190889387060513	980
lcl|NC_013967.1_cds_WP_004044911.1_3952	4.77268332636495	5.34205242511324	-0.0593724631647741	0.130133969155688	-0.162593519261486	923
lcl|NC_013967.1_cds_WP_004044909.1_3951	NA	NA	NA	NA	NA	2099
lcl|NC_013967.1_cds_WP_013035280.1_3947	9.99488171940308	8.70059177568364	0.0772694537161452	0.251093003526419	0.200075964029513	1160
lcl|NC_013967.1_cds_WP_004044900.1_3946	77548.4427908501	41943.0208032546	2.69857998419987	1	0.886667041184039	389
lcl|NC_013967.1_cds_3945	8.51030880245891	6.02923473632881	0.200021900405553	0.736213757246048	0.497236583104528	909
lcl|NC_013967.1_cds_WP_004044895.1_3943	149.592986389858	161.307846185913	-0.0783830074496721	0.230470967873317	-0.108774077823741	368
lcl|NC_013967.1_cds_WP_004044893.1_3942	37.3968040261656	59.045527433387	-0.273372827788872	0.843649445182836	-0.65891280183375	251
lcl|NC_013967.1_cds_WP_004044889.1_3940	10.9133238673954	8.99108664730566	0.132121646497091	0.52620930668871	0.279523176697616	1364
lcl|NC_013967.1_cds_WP_004044886.1_3938	0.551866245985	20.3351620662754	-1.18280652217801	0.939713650615337	-5.20351403045108	188
lcl|NC_013967.1_cds_3937	191.23416003914	362.78098890232	-0.909833939997128	0.964230696877085	-0.923758601106739	318
lcl|NC_013967.1_cds_WP_004044873.1_3936	13.9513019577613	14.4329432385833	-0.0238419577674554	0.0188775479284214	-0.0489657685398721	593
lcl|NC_013967.1_cds_WP_004044866.1_3932	640.714558693829	1292.96256312218	-1.83092568883016	0.999999999999614	-1.01292682571572	203
lcl|NC_013967.1_cds_WP_004044864.1_3931	135.338425148949	81.4354723429909	0.514037400346087	0.918362063548469	0.732842248329756	680
lcl|NC_013967.1_cds_WP_004044862.1_3930	23.6852466087983	34.71136267219	-0.157066215511661	0.610753825469199	-0.551419309282282	233
lcl|NC_013967.1_cds_WP_004044860.1_3929	1.66601130863396	2.38131838452956	-0.238025467725968	0.809074529482897	-0.515362329667812	1325
lcl|NC_013967.1_cds_WP_004044859.1_3928	237.060239628645	219.416323941639	0.111095789413349	0.427579041299376	0.111582848392099	296
lcl|NC_013967.1_cds_WP_004044857.1_3927	24.008952408005	21.4579779128371	0.0827469634716997	0.279684623172547	0.162058324770949	965
lcl|NC_013967.1_cds_WP_004044855.1_3926	24.5447123336194	33.6420568629486	-0.238190977233248	0.80928284092666	-0.454853655853388	1823
lcl|NC_013967.1_cds_WP_004044843.1_3923	63.4188189535175	38.6888097984746	0.399479689503554	0.890495235036016	0.71299466325448	209
lcl|NC_013967.1_cds_WP_004044837.1_3919	2.63002182359809	2.47553924728303	0.0294878248254787	0.0452598354510508	0.0873319488561121	1259
lcl|NC_013967.1_cds_WP_049914907.1_3918	7.52644426813304	19.380640413917	-0.467109532940155	0.919984438831553	-1.36457588806383	584
lcl|NC_013967.1_cds_WP_004044834.1_3916	32.4017168985382	51.7709114252349	-0.38630617644506	0.906689760479822	-0.676071456524124	665
lcl|NC_013967.1_cds_WP_004044830.1_3913	1579.26962204241	986.563343422856	1.05896271080397	0.961361623081809	0.678773908552819	191
lcl|NC_013967.1_cds_WP_004044828.1_3912	25.2405614427469	40.8451517137309	-0.300847443903697	0.860732670648141	-0.694420840294919	416
lcl|NC_013967.1_cds_WP_004044826.1_3911	16.030229614456	51.5217254880823	-0.509319273504321	0.929098754544309	-1.684385820258	212
lcl|NC_013967.1_cds_WP_004044823.1_3909	31.7304912977667	50.5822561305295	-0.374439109143127	0.904961352992666	-0.672761527914689	1565
lcl|NC_013967.1_cds_WP_004044820.1_3908	25.8248701071312	34.217985453991	-0.226508384004977	0.793069163058414	-0.405993732553824	983
lcl|NC_013967.1_cds_WP_004044818.1_3907	84.7993056460348	83.3342203924128	0.0192379777644057	0.0199954548849236	0.0251434057157061	1106
lcl|NC_013967.1_cds_WP_004044808.1_3904	34.7875403060266	33.3115336478235	0.0354565690026491	0.0641729058198618	0.0625488985500485	650
lcl|NC_013967.1_cds_WP_004044805.1_3902	4.33261037083415	1.35405233623533	0.578808984664522	0.934405868734014	1.67795299930081	1019
lcl|NC_013967.1_cds_WP_004044803.1_3901	13.8921647825047	9.97691642029765	0.264081098731283	0.835242615813474	0.477605534756657	1589
lcl|NC_013967.1_cds_WP_004044797.1_3898	28.3187833765456	25.3102389648863	0.0864918106700927	0.299435943504531	0.162038157482201	1499
lcl|NC_013967.1_cds_WP_004044789.1_3895	19.2247154501579	15.9142684381566	0.150461529363347	0.598706071259497	0.272641405298324	2612
lcl|NC_013967.1_cds_WP_004044786.1_3893	11.0081036111828	14.1305895797683	-0.152169834295447	0.590390110967911	-0.360255707186152	1055
lcl|NC_013967.1_cds_WP_004044777.1_3890	91.8257535887705	41.0356471129983	0.750824565366403	0.957444376955328	1.16202112670391	890
lcl|NC_013967.1_cds_WP_004044773.1_3888	67.1813999189365	63.2677369200497	0.0439065472165595	0.0955859847141443	0.0865918668792818	377
lcl|NC_013967.1_cds_WP_004044769.1_3886	299.356565339488	242.803524365693	0.276613678433076	0.843019766618199	0.302075548163572	392
lcl|NC_013967.1_cds_WP_004044767.1_3885	23.0734796222669	21.5205143041953	0.0385872453276753	0.0753064417362395	0.100523031391733	599
lcl|NC_013967.1_cds_WP_004044765.1_3884	25.196302350468	33.4083110857918	-0.18727054008884	0.711812873827528	-0.406995022438891	1313
lcl|NC_013967.1_cds_WP_004044763.1_3883	38.4586534702655	13.8762971046955	0.670984432273715	0.935260433629784	1.47068561580895	719
lcl|NC_013967.1_cds_3882	6.66930353167229	10.4997522432221	-0.283578616611259	0.85024141028344	-0.654747270557174	1157
lcl|NC_013967.1_cds_WP_004044756.1_3880	44.1301938761403	33.0696939698459	0.213181229604507	0.766215459727005	0.416256390734905	749
lcl|NC_013967.1_cds_WP_004044752.1_3878	11.3601709477793	12.648800332214	-0.0545131805983958	0.10812858209664	-0.155016015201382	920
lcl|NC_013967.1_cds_WP_004044748.1_3876	9.49981546709838	5.88392832646487	0.152322092413349	0.605354498891238	0.691119816631373	584
lcl|NC_013967.1_cds_WP_004044747.1_3875	7.19351986636029	5.45293730275607	0.191849881747682	0.716380599517943	0.399664301962329	998
