	t00_mean	t24_mean	theta	prob	log2FC	length
HVO_RS00390	15.7097032473933	14.4547695041446	0.044900033592386	0.0376244186508683	0.120110324945641	1031
HVO_RS01805	371.472594191094	479.773924764827	-0.188135833872853	0.397277833858286	-0.369098972483965	737
HVO_RS01800	4214.82576019475	7198.58428799466	-0.511259820241705	0.858109214787242	-0.772240214583779	194
HVO_RS01295	110.178252158837	148.53180642824	-0.183446279372578	0.383555252874834	-0.430932419514499	1307
HVO_RS01105	168.968293679797	107.764735673428	0.246739619213485	0.547107496239992	0.648867399234023	410
HVO_RS00980	505.370098360196	126.746579399145	0.624717257857876	0.884113922573398	1.99539349299993	422
HVO_RS19735	NA	NA	NA	NA	NA	253
HVO_RS19870	NA	NA	NA	NA	NA	455
HVO_RS19970	NA	NA	NA	NA	NA	1000
HVO_RS20040	NA	NA	NA	NA	NA	518
HVO_RS03945	802.617343095823	1170.47381206428	-0.359024587759085	0.727050782481091	-0.544308420680644	584
HVO_RS03970	67.9223601167499	116.135496040196	-0.206393029661285	0.451062018372578	-0.77385049513393	1190
HVO_RS04250	101.432992433408	41.27194114485	0.371262529799422	0.765444168107937	1.29729378508759	1217
HVO_RS04680	240.486718100162	101.719278931607	0.366784232042529	0.761043181271946	1.24136407704848	431
HVO_RS02705	296.931382550591	51.6045737002053	0.649305897474032	0.886796433566748	2.52455873708213	437
HVO_RS02765	241.558424917989	303.475914128703	-0.112500363710991	0.187689961539908	-0.329209848101221	1022
HVO_RS03020	141.940913992762	145.29770848685	-0.0160399856077969	0.0044137704337196	-0.0337214488239257	767
HVO_RS03045	66.6344970636442	20.5732621813644	0.458628848413354	0.839253219812742	1.69549869056458	1436
HVO_RS03505	563.865879799101	431.291719611905	0.180799707863639	0.356199838397391	0.386688028409871	494
HVO_RS03525	201.489775065983	25.7598199551549	0.725839893109798	0.905460772541938	2.96751221357483	1103
HVO_RS02300	130.191488617159	120.834059665727	0.0463243066612818	0.0398712911826128	0.107607967673087	740
HVO_RS02080	332.165404098522	312.278218551131	0.0449414561944278	0.0376886888734381	0.0890698759480152	572
HVO_RS02060	275.628885860801	238.143644653102	0.0896224031989947	0.127255201478301	0.210895042194583	1040
HVO_RS02050	219.3448591589	73.5130850367644	0.417392558922341	0.806251886473648	1.57712792204579	980
HVO_RS02405	2847.01331907409	6549.66806145961	-0.959349465220819	0.887893834762018	-1.2019725500166	284
HVO_RS03700	3710.62272558621	7821.13995458603	-0.765423211159414	0.918639420341862	-1.0757175762848	284
