	t08_mean	t24_mean	theta	prob	log2FC	length
HVO_RS00390	2.92948161942601	4.2063782347311	-0.227809049503228	0.302351026775581	-0.521933184070316	1031
HVO_RS01805	47.7991930853607	138.701453999092	-1.1880835334948	0.987119931777918	-1.53692474253467	737
HVO_RS01800	1591.85449107541	2077.26221985193	-0.566031522721976	0.821918298880314	-0.383974876548416	194
HVO_RS01295	16.1719993744044	43.0603972459091	-0.891569142666408	0.964721465467552	-1.41286357597558	1307
HVO_RS01105	12.7600404400224	32.0516884218384	-0.388775759930803	0.585454310394551	-1.32876745586886	410
HVO_RS00980	26.2281368232479	36.5475198696471	-0.331070896298057	0.484500530436741	-0.478658181553584	422
HVO_RS19735	457.426284039284	431.513447900494	0.096113794884494	0.0595778770688251	0.0841337454402064	253
HVO_RS19870	15.4674781608915	29.3805243011443	-0.303071808759968	0.436211024301011	-0.925622144338094	455
HVO_RS19970	28.1771385780777	27.0971873138808	0.0350553976107833	0.00697898315470424	0.056382003981525	1000
HVO_RS20040	1.00632637778849	68.0429509032698	-2.8916539712253	1	-6.0792755198762	518
HVO_RS03945	270.619775196087	337.514700729076	-0.324258007961225	0.472697630172717	-0.318683075022696	584
HVO_RS03970	36.3730100766973	34.3618782209457	0.0444168764718325	0.0116286744137735	0.0820594257113023	1190
HVO_RS04250	1.65378205059735	11.9228449443879	-2.08147428782186	0.996284927712734	-2.84988750091798	1217
HVO_RS04680	9.33945594235256	29.353791249989	-1.2366317501402	0.988091531444236	-1.65213643444475	431
HVO_RS02705	5.10340932162852	14.7736608699376	-0.450348855520922	0.685132277345501	-1.533494102423	437
HVO_RS02765	166.368247497171	90.359285344378	0.6124929049921	0.855014841792607	0.880635346117333	1022
HVO_RS03020	36.7368169205706	42.513181138383	-0.148535769314405	0.140843569159588	-0.210683586864782	767
HVO_RS03045	1.20420609082641	6.08564352818995	-1.1317506395172	0.986533492502867	-2.33732750957633	1436
HVO_RS03505	126.27875322426	127.660370662293	-0.0118948246502155	0	-0.0156988199689353	494
HVO_RS03525	3.64941569460921	7.65691064521119	-0.538158159278103	0.793723504481705	-1.06909692782263	1103
HVO_RS02300	36.7262084886526	35.1630483243873	0.0382155747450468	0.00841558155445132	0.062749819178378	740
HVO_RS02080	126.693467418529	90.0679846200212	0.398633528819467	0.602890621113137	0.492255853138034	572
HVO_RS02060	110.298726670948	68.3799385398922	0.569374947175661	0.820984597118305	0.689771104837864	1040
HVO_RS02050	22.5910003177008	20.9945226050736	0.0685600702433948	0.0293286163798865	0.105735170858038	980
HVO_RS02405	875.086053669496	1874.75925542666	-2.11090364584927	0.998592649738489	-1.09920854596408	284
HVO_RS03700	1002.75052817008	2222.03848382308	-1.88157035615935	0.978495766456732	-1.14792107714776	284
HVO_RS02975	27.6142007371939	22.059707657162	0.213854303670179	0.260095434582598	0.323996698820116	1385
HVO_RS02980	327.032072016168	331.735924408939	-0.0189318550426461	0.0010557956573638	-0.0206031255080816	323
HVO_RS03050	52.2679945891073	441.044915753267	-2.58966904816	1	-3.07692587411731	443
HVO_RS01895	5.71959045292167	19.3678028110136	-0.487867443720116	0.735675257782187	-1.75967654335025	1352
HVO_RS02410	104.620431777886	51.1784820668263	0.841147511291939	0.93673277946927	1.03155536590194	683
HVO_RS19875	5.25791123938968	10.0982977784953	-0.528486159050342	0.783225890168302	-0.941550432662268	1340
HVO_RS03415	28342.2502925294	16869.883461687	2.48993609602236	0.999999999999999	0.748504301184858	191
HVO_RS03495	308.280673534723	146.385705435519	1.2665380204189	0.976263303783017	1.07446976676484	284
HVO_RS20065	417.160705504605	329.499838824569	0.380552958559229	0.57172091322188	0.340325509913745	485
HVO_RS20150	321.335470984806	167.567841957893	1.0728066395958	0.966609150279582	0.939334935992102	1115
HVO_RS20155	189.394493224616	131.247923640691	0.521268692766394	0.770720234721018	0.529099784728609	914
HVO_RS12045	57.7432080079993	49.2049694454898	0.177454129598577	0.192310846685205	0.230847233220638	941
HVO_RS12620	28.9164949904252	19.2593062364547	0.300097621593502	0.42001497461473	0.586336956768222	557
HVO_RS13065	254.269673160091	199.806779241131	0.358888755947835	0.532064911518062	0.347753868367968	368
HVO_RS13075	160.794067634844	196.51613404054	-0.27067390581401	0.380303774262039	-0.289433582644036	632
HVO_RS13570	10.0688575876558	9.86029115316383	0.0178695568750328	0.0014344640919508	0.03019785246222	1799
HVO_RS13900	8.34410671397519	21.0036592418273	-0.807625243729294	0.945734029588165	-1.33181118111944	1568
HVO_RS14410	13.780374728375	10.6792075221889	0.172810252473579	0.183778405757456	0.367810527504792	803
HVO_RS14555	479.368483800422	366.568934688995	0.603576042381251	0.848843452086526	0.387050533574631	1079
HVO_RS20240	277.478419465063	184.902614629653	0.732765638057657	0.915196903392731	0.585609946607625	1418
HVO_RS15595	100.020383921251	84.321579843801	0.228738036384788	0.287803998908871	0.246320245268541	1157
HVO_RS15620	54.3495228981549	109.102304260956	-0.781833521220821	0.936700363230801	-1.00534229610402	500
HVO_RS16300	75.0001609620947	220.187064904919	-1.06055772060783	0.987834850346842	-1.55376412194796	416
HVO_RS16580	37.0508382326589	75.1203899637102	-0.72711969396439	0.913759610404653	-1.01969837008689	869
HVO_RS16585	50.9754846390675	61.8825097678501	-0.232928808348182	0.312078895118125	-0.279728122893489	1145
HVO_RS17290	7.42479821013045	7.08265231703518	0.0415105298778764	0.0100567130217394	0.0680620941019923	1220
HVO_RS18275	7047.91652767061	6474.0907649476	0.33942625347532	0.495096680435486	0.12251924586211	218
HVO_RS11115	354.287934075324	364.132600335406	-0.0388678439862406	0.00697177253997361	-0.039541576573664	389
HVO_RS10905	57.8154241239275	45.3186975403824	0.243036989725667	0.314270105843368	0.351348030688737	731
HVO_RS10150	28.3324340138197	16.3106982366024	0.561946641131302	0.814018748747081	0.796636004679008	2273
HVO_RS09760	19.2405284228134	30.4477402229733	-0.342020702552054	0.503559749678362	-0.662186735950338	680
HVO_RS06910	141.788722644944	173.009101266824	-0.156761864154554	0.15738062318866	-0.287105143389734	206
HVO_RS06800	4789.60143865692	2803.38669849417	0.744107858619298	0.919540656532662	0.772734845589341	164
HVO_RS06545	17.7572112944631	45.6236844132538	-0.418137820931765	0.635181461797961	-1.36137792902795	233
HVO_RS06285	337.893498509224	174.093580396119	0.970960008208302	0.961795828342551	0.956705586130338	938
HVO_RS04825	116.981019326824	179.145217482775	-0.480441883461019	0.726273276741418	-0.614855064094942	860
HVO_RS04920	8.68228282246754	14.1000947811272	-0.348345209828694	0.514615643387477	-0.699558536703694	1043
HVO_RS04925	6.89751478194905	9.65208279047765	-0.201088530614248	0.249420333001566	-0.48476364688664	875
HVO_RS04930	461.160470035959	450.69900581914	0.0275428167942146	0.00409519920383139	0.0331045850291369	179
HVO_RS04940	42.1681972213843	45.1720583352019	-0.0684899390187494	0.0248856806374284	-0.0992753092146177	1217
HVO_RS05635	404.271634253883	742.786455480138	-0.778568023584929	0.935447462913347	-0.877622527973191	269
HVO_RS05640	86.5617644629886	100.300008288988	-0.133093933294703	0.111369248182135	-0.212519912904722	407
HVO_RS20265	93.107177682841	95.4653481242609	-0.0306803849410659	0.004002976166955	-0.0360847705649888	1232
HVO_RS12745	95.9961555199035	69.4264560225752	0.359071352503549	0.532407343554856	0.467491100758938	650
HVO_RS13530	100.023943336282	67.6732458063439	0.437047884447305	0.662344532471297	0.563687896794474	1127
HVO_RS20415	1.00632637778849	15.3778470686	-1.67614173548834	0.99996230684187	-3.93368334742156	335
HVO_RS20390	42.1482194192477	32.6982318318326	0.28861139700258	0.398470390678469	0.366259061201903	2507
HVO_RS19435	91.5113122091646	83.4190876624914	0.0923708310246574	0.0548758721761425	0.133572559919029	1166
HVO_RS19465	70.6358345035791	53.6862584799179	0.322567503465064	0.462757903341793	0.395847404067428	1154
HVO_RS19470	21.7834260575548	27.1326596398564	-0.129544370254415	0.10496334788753	-0.316799596306209	554
HVO_RS19545	23.673842784056	13.9468067598675	0.446696605096711	0.675986958039666	0.763359063584515	1190
HVO_RS19360	19.0280667476547	37.5764811928711	-0.67924064660025	0.893137662105248	-0.981700982352462	899
