	t02_mean	t04_mean	theta	prob	log2FC	length
HVO_RS00705	360.371729321448	39.2043927316932	0.70734639300452	0.972090465991938	3.20039862004612	695
HVO_RS00635	284.891070411038	52.2782542548976	0.530426042821725	0.941602880418283	2.44612753206733	863
HVO_RS00570	152.751776636437	49.6561672582038	0.406096504060033	0.895179945313298	1.6211443443226	1949
HVO_RS00350	470.320156677575	17.6942876888243	1.00349130946233	0.976661925614227	4.73228757350982	530
HVO_RS00090	369.753955835502	46.7394403057729	0.665915944798765	0.967178012356761	2.98385321877881	653
HVO_RS01720	492.418668111289	51.9981926498603	0.726545537147405	0.975195333985313	3.24335207282249	524
HVO_RS01710	111.454022049973	10.6021205452609	0.660597055442084	0.966703259986714	3.39402392592917	2303
HVO_RS01330	143.645148834763	10.7341809565075	0.717311878581205	0.973683550616954	3.74222525173242	1706
HVO_RS00950	2787.38746368287	1816.01578462043	0.310260764284304	0.771691907294315	0.618136817261898	371
HVO_RS00945	996.365992416436	310.643389336205	0.550944480005176	0.945672074154783	1.68141642764808	311
HVO_RS00895	246.564297159647	25.9790021482953	0.614151365883431	0.960538669672145	3.24654598754628	974
HVO_RS00770	119.584174696775	72.8080784575668	0.14100347300526	0.32445935395832	0.715856042149795	548
HVO_RS00755	1114.5770759886	2777.67235511994	-0.543604202283308	0.92113465195339	-1.31738004763331	413
HVO_RS19935	NA	NA	NA	NA	NA	245
HVO_RS03435	NA	NA	NA	NA	NA	434
HVO_RS04090	412.663639296415	429.240745408323	-0.0228261102913725	0.00128001589839633	-0.056820704613439	872
HVO_RS04280	451.573537822792	56.4184575806555	0.775983508273022	0.98058782606115	3.00072181690107	599
HVO_RS04545	376.989147888893	64.5751141675854	0.56300933599574	0.948385401567474	2.54547280016799	611
HVO_RS04675	964.431267214777	1404.64951624538	-0.28960940832637	0.624596571964647	-0.542459869081206	368
HVO_RS02480	358.046559658315	102.359708113052	0.43023229200679	0.911972657729924	1.80649926633056	611
HVO_RS02940	521.590392468085	416.141784256679	0.113079849500954	0.241766175465051	0.325842141029137	527
HVO_RS03305	378.803734064487	25.1209619661049	0.789016481415036	0.980883164894729	3.91448693622393	581
HVO_RS01920	NA	NA	NA	NA	NA	449
HVO_RS02130	244.550395929505	15.4101998126916	0.758658389584109	0.979485766554191	3.98817432696629	821
HVO_RS19745	371.199612268044	98.2190755234686	0.498677391903922	0.935725082504516	1.91812005501987	626
HVO_RS02045	1007.80456420161	534.896731241965	0.41208670918944	0.899923833175009	0.913883602689831	302
HVO_RS02040	1037.95732071516	541.611212696664	0.454981953069668	0.923655925759295	0.938417611704674	425
HVO_RS01975	NA	NA	NA	NA	NA	683
HVO_RS01970	1701.11026127536	635.675703361174	0.668051291472297	0.96737052537566	1.42011380327932	167
HVO_RS01960	810.830010046425	478.631701567779	0.311954081921156	0.774452733705444	0.760483530991377	395
HVO_RS01955	294.005455085203	40.5928262266798	0.58020005983346	0.952589020617473	2.85654622905236	704
HVO_RS03500	950.982226563002	451.616728869985	0.382226920842452	0.872262946880709	1.07431945032996	296
HVO_RS02535	190.377809122154	94.3699816160504	0.235510711293428	0.617208058286831	1.01246539738319	1169
HVO_RS03835	53.0276382267564	164.190788347952	-0.321864943602261	0.6953522782874	-1.6305567898713	1166
HVO_RS03085	1152.90663462448	815.956576109374	0.241069230792155	0.631703662198052	0.498711403073134	317
HVO_RS03550	235.917388106983	75.0970092427382	0.390025101309414	0.880455726534577	1.65145439690452	1019
HVO_RS02965	1230.93266135795	609.08510241081	0.524265876174706	0.940477600966596	1.01503611765402	374
HVO_RS19945	248.487226972063	21.2893813282109	0.706997795685592	0.972036635266378	3.54496576398017	881
HVO_RS02380	106.515501246064	625.643536223502	-0.624175637001535	0.922322798978694	-2.55427750620797	1166
HVO_RS03005	205.118237914302	88.6170438495069	0.294656615069965	0.745254920653236	1.21079966723784	1166
HVO_RS20080	NA	NA	NA	NA	NA	194
