	t02_mean	t24_mean	theta	prob	log2FC	length
HVO_RS00705	835.257686944306	99.34779332271	0.707005536213973	0.978299030068493	3.07166152653846	695
HVO_RS00635	660.311109727354	56.9938814716829	0.77248519243374	0.979164606503805	3.53426696604537	863
HVO_RS00570	354.043020717024	52.2704189470286	0.702602806518373	0.977878135174431	2.75985804905687	1949
HVO_RS00350	1090.09251899276	111.91701050373	0.788223750433273	0.977428458555136	3.28394934911506	530
HVO_RS00090	857.003501554325	59.6048034652445	0.866237352101707	0.975120071730751	3.84580059372894	653
HVO_RS01720	1141.31171862252	120.357876825719	0.753037319568662	0.98038238627562	3.24529041157807	524
HVO_RS01710	258.324449682517	11.4517011753273	0.893898867911494	0.979188247888902	4.49555036207802	2303
HVO_RS01330	332.935979696324	18.617916564228	0.819432761290108	0.974067695676057	4.16048124552226	1706
HVO_RS00950	6460.51456344009	4481.4559987445	0.281435845333391	0.673457401296994	0.527681544869675	371
HVO_RS00945	2309.34417564533	494.053908760503	0.767709501680084	0.979580906837013	2.22474282739546	311
HVO_RS00895	571.47858106515	40.117549745142	0.78661150148887	0.977622972512275	3.83239402901231	974
HVO_RS00770	277.168248853608	299.773730910842	-0.0241077747356333	0.00348201961508765	-0.113111967563342	548
HVO_RS00755	2583.3299192595	2017.49987635565	0.116764589678116	0.257754951475445	0.356663317945766	413
HVO_RS19935	NA	NA	NA	NA	NA	245
HVO_RS03435	NA	NA	NA	NA	NA	434
HVO_RS04090	956.458148073239	435.500581104184	0.442446659159906	0.891078622579459	1.13502719779705	872
HVO_RS04280	1046.64222523039	164.480795006825	0.734748600443437	0.980270628144868	2.66977732069094	599
HVO_RS04545	873.772990632984	81.7161498360696	0.752295408019901	0.98040185635397	3.41856537473432	611
HVO_RS04675	2235.32692474897	2138.82282461723	0.0333093742500864	0.0597082304396365	0.0636688685072387	368
HVO_RS02480	829.868485526541	163.774196690802	0.577904881696486	0.958989686353586	2.34117464937594	611
HVO_RS02940	1208.92497745476	341.312099890572	0.592405550742377	0.962535172317558	1.82456125210797	527
HVO_RS03305	877.978778513853	49.5224977749909	0.928090558577841	0.984174237376384	4.14803008206328	581
HVO_RS01920	NA	NA	NA	NA	NA	449
HVO_RS02130	566.810827336548	40.9602762534869	0.805289339609902	0.975388778254799	3.79056996654438	821
HVO_RS19745	860.354196266795	162.800616174121	0.645608503103847	0.97174682714491	2.40182456029438	626
HVO_RS02045	2335.8561193797	1496.37870403555	0.319442447688234	0.739290018475827	0.642476072762195	302
HVO_RS02040	2405.74318212996	1823.07083525601	0.217925759814855	0.529243833785515	0.400112021914274	425
HVO_RS01975	NA	NA	NA	NA	NA	683
HVO_RS01970	3942.7771560923	1669.43154440735	0.632151248921605	0.969917439655438	1.23985523587923	167
HVO_RS01960	1879.31500612331	1289.60363476201	0.262545188972484	0.635724210575383	0.543279192757818	395
HVO_RS01955	681.436129370816	52.798484529812	0.834150292991409	0.973414002556098	3.69001001462028	704
HVO_RS03500	2204.1551827048	831.223478498692	0.531530675549035	0.944148663244661	1.40691749000041	296
HVO_RS02535	441.251395586182	70.809210707386	0.608328768053897	0.965888376095193	2.63959190108924	1169
HVO_RS03835	122.905707761255	155.684332935717	-0.0669664208330052	0.00611846222649326	-0.341071851963226	1166
HVO_RS03085	2672.16890379385	2265.34856463066	0.14830294736279	0.344152394264113	0.238278149348879	317
HVO_RS03550	546.801527054339	72.5432792490157	0.685435318082074	0.976148066358503	2.91410340443494	1019
HVO_RS02965	2853.01505044794	1270.82667237377	0.616995429385114	0.967484729314971	1.16672008249279	374
HVO_RS19945	575.935484247591	84.6197863822933	0.603302900111294	0.964889786563074	2.76684026256196	881
HVO_RS02380	246.878109340098	564.046917353725	-0.264444404137378	0.429649862044341	-1.1920162523012	1166
HVO_RS03005	475.416274392517	85.8526358278913	0.599619804478179	0.96412326851299	2.46925695697662	1166
HVO_RS20080	NA	NA	NA	NA	NA	194
HVO_RS02165	339.167488721322	31.5800988413229	0.768055220940152	0.979553042816523	3.4249102936303	1499
HVO_RS03490	63.9285458451065	94.3124883001467	-0.105878123897589	0.0478286181744085	-0.560988538810168	1166
HVO_RS02455	48239.8011478773	44533.340555467	0.058025347471009	0.10795745506233	0.115338124286854	878
HVO_RS03695	866.380481904177	206.479968336763	0.561158958078463	0.954287788894788	2.06899891650781	683
HVO_RS19720	682.25313668169	921.166078439431	-0.111413777761637	0.0570406742606422	-0.433154163106076	200
HVO_RS19805	543.462305677582	1038.08457551729	-0.240931693276824	0.361582458980005	-0.933672109595053	233
