	shaking_mean	t08_mean	theta	prob	log2FC	length	P	locus_tag
HVO_RS00390	90.6635300748782	3.23583170431762	0.901612398057552	0.958951614055647	4.80831385485735	1031	0.0410483859443531	HVO_RS00390
HVO_RS01805	565.189599136502	52.8740749058689	0.905131406345729	0.960200730149975	3.4181024948985	737	0.0397992698500248	HVO_RS01805
HVO_RS01800	1812.36565245801	1766.81409923736	0.0145859943422864	0.000617284942547425	0.0367238043017095	194	0.999382715057453	HVO_RS01800
HVO_RS01295	120.807206759787	17.8889945855969	0.632782617680528	0.931034966452048	2.75556231022008	1307	0.0689650335479516	HVO_RS01295
HVO_RS01105	32.6490573256446	14.2287419224256	0.191359625613026	0.343238583238104	1.19823323029685	410	0.656761416761896	HVO_RS01105
HVO_RS00980	895.17257446124	29.0642039141141	1.15138782523093	0.950228375517153	4.94485053897758	422	0.0497716244828466	HVO_RS00980
HVO_RS03945	956.705014659551	299.141229101542	0.666972617217615	0.939361398931177	1.67724739693322	584	0.0606386010688227	HVO_RS03945
HVO_RS03970	260.819939530403	40.2145100842501	0.627013852952356	0.92921715635268	2.69726611742932	1190	0.0707828436473201	HVO_RS03970
HVO_RS04250	182.297443064945	1.83134599588069	1.32898877664158	0.979687727763026	6.63724613079684	1217	0.0203122722369743	HVO_RS04250
HVO_RS04680	13.0188076021831	10.3422184546951	0.0679818436946216	0.0359791326677203	0.332051633789007	431	0.96402086733228	HVO_RS04680
HVO_RS02705	12.8400596717184	5.68575060014936	0.198353316894402	0.36498900130715	1.17522918400594	437	0.63501099869285	HVO_RS02705
HVO_RS02765	142.999653716217	184.486869846943	-0.109435962399266	0.15588723022848	-0.367506488173381	1022	0.84411276977152	HVO_RS02765
HVO_RS03020	251.082634172856	40.6811904534749	0.629977671208382	0.930162097950741	2.62572844729624	767	0.0698379020492593	HVO_RS03020
HVO_RS03045	107.047658766266	1.33184285720262	1.19461226764373	0.957019402035861	6.32868556241991	1436	0.0429805979641393	HVO_RS03045
HVO_RS03505	76.7354064234806	139.973739702876	-0.186201499892657	0.379148159000366	-0.867191881110457	494	0.620851840999634	HVO_RS03505
HVO_RS03525	233.260804829686	4.04124764639493	1.15138056148223	0.950227791951396	5.85099933707178	1103	0.0497722080486044	HVO_RS03525
HVO_RS02300	255.798586745239	40.612433645511	0.621898834862594	0.927537482707851	2.65501490700752	740	0.0724625172921487	HVO_RS02300
HVO_RS02080	133.712043987543	140.148836517898	-0.0150610440324799	0.00448731317924278	-0.0678303468179163	572	0.995512686820757	HVO_RS02080
HVO_RS02060	39.3246906203003	122.206228283536	-0.3332650551209	0.687662914199958	-1.63581049382913	1040	0.312337085800042	HVO_RS02060
HVO_RS02050	19.7621310687142	25.0165600478111	-0.0638128856591435	0.0577355354929725	-0.340144892730122	980	0.942264464507027	HVO_RS02050
HVO_RS02405	1408.60286486564	969.904213835929	0.190522686823102	0.340605575505887	0.538350740816843	284	0.659394424494113	HVO_RS02405
HVO_RS03700	2011.94512592411	1110.6222193378	0.306388937855426	0.659198814441149	0.857222793225119	284	0.340801185558851	HVO_RS03700
HVO_RS02975	14.1992254112139	30.5547255952594	-0.206365498568549	0.435503491487822	-1.105583293857	1385	0.564496508512178	HVO_RS02975
HVO_RS02980	233.08710270003	362.798033281814	-0.169870552556823	0.330619675994292	-0.638297456374149	323	0.669380324005708	HVO_RS02980
HVO_RS03050	765.42989640253	57.7466038082326	1.27311284403925	0.976254652112992	3.72846224495235	443	0.0237453478870081	HVO_RS03050
HVO_RS01895	13.2187091060529	6.2942277736127	0.168842119006057	0.270986636107354	1.07048000255241	1352	0.729013363892646	HVO_RS01895
HVO_RS02410	41.4905576326184	115.791593838049	-0.303642435693014	0.637084949624019	-1.48067556904601	683	0.362915050375981	HVO_RS02410
HVO_RS19875	23.8997204703573	5.81614823964557	0.534519244363022	0.897742405751233	2.03885779896399	1340	0.102257594248767	HVO_RS19875
HVO_RS03495	1132.02710244615	341.350569438723	0.55610971151474	0.904380375339169	1.72958243520422	284	0.095619624660831	HVO_RS03495
HVO_RS20065	192.225688667189	461.272115942995	-0.347354599846774	0.709954218648424	-1.26281693567638	485	0.290045781351576	HVO_RS20065
HVO_RS20150	106.328293340907	355.62486826049	-0.46932774289959	0.819754942234244	-1.7418306722602	1115	0.180245057765756	HVO_RS20150
HVO_RS20155	84.3340991851832	209.600240507946	-0.296180280020355	0.623869254196558	-1.31345238670225	914	0.376130745803442	HVO_RS20155
HVO_RS12045	30.4326138260039	63.9788699170656	-0.208047160805935	0.439959161444608	-1.07197725903921	941	0.560040838555392	HVO_RS12045
HVO_RS12620	136.530091267536	31.9606213690834	0.434003937007466	0.865781623478339	2.09485159444436	557	0.134218376521661	HVO_RS12620
HVO_RS13065	194.020734941911	281.868262902609	-0.136177874093516	0.229589210628106	-0.538810205017483	368	0.770410789371894	HVO_RS13065
HVO_RS13570	144.781483953696	11.1499347931524	0.737342307850839	0.937716621992609	3.69876993038449	1799	0.0622833780073909	HVO_RS13570
HVO_RS13900	34.2047359407791	9.23461917862594	0.597910153450899	0.919110864727676	1.88907171947509	1568	0.0808891352723238	HVO_RS13900
HVO_RS14410	13.6909134819228	15.2914736094815	-0.0297162854933364	0.0142539327208082	-0.159508734137003	803	0.985746067279192	HVO_RS14410
HVO_RS14555	229.284682966727	530.915710907225	-0.363919603300421	0.733969053349082	-1.21134285348775	1079	0.266030946650918	HVO_RS14555
HVO_RS20240	123.968019818191	307.312486917646	-0.340625562243828	0.69949759693259	-1.30973839382666	1418	0.30050240306741	HVO_RS20240
HVO_RS15595	57.8340961544977	110.78129067565	-0.192524563948776	0.39734930373595	-0.937722060975738	1157	0.60265069626405	HVO_RS15595
HVO_RS15620	88.9722864228153	60.1343203086712	0.114085861829119	0.112758980646309	0.565167415779461	500	0.887241019353691	HVO_RS15620
HVO_RS16300	187.448276194306	82.9919622795895	0.254840948212319	0.523579539856571	1.17544903421007	416	0.476420460143429	HVO_RS16300
HVO_RS16580	445.227048337407	41.0677649540896	0.804592605976149	0.930477194426106	3.43846290339051	869	0.0695228055738941	HVO_RS16580
HVO_RS16585	338.328539900472	56.4486412511942	0.608953937133175	0.923072067932912	2.58341412155103	1145	0.0769279320670877	HVO_RS16585
HVO_RS17290	6.06994963908903	8.21507108041957	-0.084782819418445	0.0977686681064061	-0.43658851122623	1220	0.902231331893594	HVO_RS17290
HVO_RS18275	3630.66483346436	7810.94878989454	-0.648487489612229	0.834119009255197	-1.10526404884732	218	0.165880990744803	HVO_RS18275
HVO_RS11115	410.324063959001	393.129793115063	0.0173739964824733	0.00123794613200634	0.0617580636169229	389	0.998762053867994	HVO_RS11115
HVO_RS10905	296.110495887521	64.0460586503151	0.516451403036626	0.892850420783491	2.20895393300361	731	0.107149579216509	HVO_RS10905
HVO_RS10150	12.3356850487845	31.3892903549902	-0.248295643035822	0.533855095719045	-1.34743457667135	2273	0.466144904280955	HVO_RS10150
HVO_RS09760	584.056168162933	21.2939454001257	1.05734919779738	0.958765938627049	4.77759193234677	680	0.041234061372951	HVO_RS09760
HVO_RS06910	114.337043242805	156.234146495449	-0.0939208352212059	0.118021137215089	-0.450416915247806	206	0.881978862784911	HVO_RS06910
HVO_RS06800	3559.75060782478	5321.29401260238	-0.40857071414248	0.784482352196708	-0.580000946516401	164	0.215517647803292	HVO_RS06800
HVO_RS06545	17.6648598308348	19.8044039316428	-0.0279101733645907	0.0127555586747664	-0.164938978384026	233	0.987244441325234	HVO_RS06545
HVO_RS06285	314.874225370629	374.505403383353	-0.105641294852577	0.146247432050738	-0.25021086635653	938	0.853752567949262	HVO_RS06285
HVO_RS04825	513.714781288414	129.756925200666	0.584724657502634	0.914330632184053	1.98515604734216	860	0.0856693678159474	HVO_RS04825
HVO_RS04920	27.7027590778323	9.62257523947206	0.344273212798676	0.75064218228239	1.52553471805589	1043	0.24935781771761	HVO_RS04920
HVO_RS04925	346.663936277861	7.65737541442046	1.0769935538267	0.954812948437821	5.50054396006954	875	0.0451870515621787	HVO_RS04925
HVO_RS04930	1225.98724591349	509.63753817445	0.461424189921034	0.877887783771158	1.26640051993456	179	0.122112216228842	HVO_RS04930
HVO_RS04940	46.7233851388437	46.7165282236234	6.5386189582358e-05	0	0.000211739014855561	1217	1	HVO_RS04940
HVO_RS05635	416.613011437314	446.109348478997	-0.0277581206536351	0.0126326974007867	-0.0986894833649492	269	0.987367302599213	HVO_RS05635
