	shaking_mean	t24_mean	theta	prob	log2FC	length	P	locus_tag
HVO_RS00390	120.338030317084	7.73021519674714	0.777496537505248	0.962273916179435	3.96044026091873	1031	0.0377260838205652	HVO_RS00390
HVO_RS01805	750.17819248398	257.699090025467	0.468692253079921	0.862609921142469	1.54154588194783	737	0.137390078857531	HVO_RS01805
HVO_RS01800	2405.55946421908	3871.2513669638	-0.320826498942952	0.78705734899929	-0.68642752476881	194	0.21294265100071	HVO_RS01800
HVO_RS01295	160.347841051137	79.6326812098141	0.247033112847583	0.456450826364383	1.00977239055102	1307	0.543549173635617	HVO_RS01295
HVO_RS01105	43.3352114905825	56.7815500599322	-0.0778118214393748	0.224284955170451	-0.389882487749999	410	0.775715044829549	HVO_RS01105
HVO_RS00980	1188.16578524542	68.1950632946991	0.999366188575865	0.953588468991917	4.12292503480496	422	0.0464115310080834	HVO_RS00980
HVO_RS03945	1269.83801494961	629.755908830916	0.44214560412884	0.841754787331457	1.01177981487098	584	0.158245212668543	HVO_RS03945
HVO_RS03970	346.18724601378	61.4125061261838	0.599455714062843	0.917059814375953	2.49494819192649	1190	0.082940185624047	HVO_RS03970
HVO_RS04250	241.9640533758	22.179006820246	0.727985763391696	0.960084226679515	3.44752606606798	1217	0.039915773320485	HVO_RS04250
HVO_RS04680	17.2799102641372	54.7011612522827	-0.34827575260839	0.818083800991183	-1.66247573485316	431	0.181916199008817	HVO_RS04680
HVO_RS02705	17.0426574916319	27.8963337102562	-0.144864748508593	0.394184674815334	-0.710925212502361	437	0.605815325184666	HVO_RS02705
HVO_RS02765	189.80395590181	159.781217001771	0.073558166756574	0	0.248412238416449	1022	1	HVO_RS02765
HVO_RS03020	333.262885509007	77.4194119419727	0.52208202486697	0.886384375716265	2.10589340331912	767	0.113615624283735	HVO_RS03020
HVO_RS03045	142.084743395153	10.8810192870538	0.733776935371297	0.960548488565398	3.70686603742938	1436	0.0394515114346018	HVO_RS03045
HVO_RS03505	101.851181582673	228.004811040949	-0.259110734908693	0.676386375965404	-1.16260154925198	494	0.323613624034596	HVO_RS03505
