Row.names	de00	de02	de04	de08	de24	old	new	prot	geneid	arcog	cog	gene_name
lcl|NC_013967.1_cds_WP_004041680.1_2785	-1.57657090636505	-5.73831081709686	-1.0825437870377	-6.03156469040542	0.793376424017474	HVO_1795	HVO_RS13325	hypothetical protein		arCOG03909	-	-
lcl|NC_013967.1_cds_WP_004044408.1_1573	-2.34157814167241	-6.50354899179559	-5.41150536977656	-3.93138001377692	-4.73936346032541	HVO_0515	HVO_RS07195	hypothetical protein		arCOG10374	-	-
lcl|NC_013967.1_cds_WP_004042127.1_3213	0.246067422823622	-6.75003842396779	-1.77117333949023	-7.04303224321345	-1.38514965878091	HVO_2238	HVO_RS15460	hypothetical protein		-	-	-
lcl|NC_013967.1_cds_WP_004042623.1_3538	-1.85867479805771	-6.84576166876399	-2.49393732568102	-1.31481523159494	-7.08322754791241	HVO_2569	HVO_RS17105	hypothetical protein		arCOG08170	-	-
lcl|NC_013967.1_cds_WP_004045285.1_1247	-5.11998348986504	-6.91023414540487	-8.21440585993537	-6.76875672425655	-5.07436737305847	HVO_0171	HVO_RS05540	SWIM zinc finger domain-containing protein		arCOG07773	-	-
lcl|NC_013967.1_cds_WP_049914768.1_2789	-0.585921754501759	-7.00250382792246	-2.71854601297006	-1.22220280779361	-1.52822899814044	HVO_1801	HVO_RS13345	hypothetical protein		arCOG06313	-	-
lcl|NC_013967.1_cds_WP_004042076.1_3163	-1.4386512257988	-7.00349609851993	-1.80807644381603	-7.29641251131705	-2.43928819813094	HVO_2184	HVO_RS15210	hypothetical protein		-	-	-
lcl|NC_013966.1_cds_WP_049914676.1_907	0.337523065202334	-7.2576902402779	1.22503903721816	-0.481186751394694	0.800704891948572	HVO_A0454	HVO_RS03860	hypothetical protein		arCOG08905	-	-
lcl|NC_013967.1_cds_WP_004044886.1_3938	-0.450345893857633	-7.26757276347952	-0.349730365735357	-2.06501830849583	-1.36966996165084	HVO_2987	HVO_RS19155	hypothetical protein		-	-	NA
lcl|NC_013966.1_cds_WP_081442873.1_858	-8.57913009247857	-9.00317812214587	-4.01746486320054	-9.29607245141826	-9.24223648510062	HVO_A0408A	HVO_RS19985	hypothetical protein		NA	NA	NA
