Row.names	de00	de02	de04	de08	de24	old	new	prot	geneid	arcog	cog	gene_name
lcl|NC_013964.1_cds_373	6.58997354435013	6.56743872333636	6.72043734309263	NA	7.39393498178731	HVO_RS19695	HVO_RS19695	molecular chaperone GroEL		NA	NA	NA
lcl|NC_013966.1_cds_WP_081442868.1_772	6.4823798130713	4.62417048066859	5.75187357259907	6.26314142322404	6.26610675846167	HVO_RS19895	HVO_RS19895	hypothetical protein		NA	NA	-
lcl|NC_013964.1_cds_WP_004041323.1_299	6.35384544821127	6.35787325575725	6.1710317476947	6.52707839505338	6.3246890401481	HVO_B0212	HVO_RS01045	hypothetical protein		-	-	-
lcl|NC_013967.1_cds_WP_004042264.1_3349	6.00594562763281	4.04350853808229	3.43118703364332	3.02978011621571	2.22185440390045	HVO_2375	HVO_RS16135	phosphate ABC transporter substrate-binding protein	pstS1	arCOG00213	COG0226P	PstS
lcl|NC_013967.1_cds_WP_081442882.1_1353	5.79570419009487	5.74250830990373	5.73965142070492	5.40976361566732	4.16421285654913	HVO_0280A	HVO_RS20110	hypothetical protein		arCOG06428	-	-
lcl|NC_013966.1_cds_WP_013035084.1_644	5.32128946900375	NA	4.66533597411114	4.91685025999589	NA	HVO_A0184	HVO_RS19835	hypothetical protein		-	-	NA
lcl|NC_013967.1_cds_WP_004044017.1_1954	4.80096945966296	6.61321980373727	6.76240075648232	5.02014345375267	6.00028936578271	HVO_0925	HVO_RS09125	hypothetical protein		arCOG14738	-	NA
lcl|NC_013967.1_cds_WP_004042829.1_3638	4.76520808826972	4.47174278851551	4.91688949194613	4.16217143390315	NA	HVO_2672	HVO_RS17605	hypothetical protein		-	-	-
lcl|NC_013966.1_cds_WP_013035013.1_771	4.62203570799758	4.43265198125849	4.84872368897459	5.07018856765161	6.29008562139611	HVO_A0319	HVO_RS19890	hypothetical protein		-	-	NA
lcl|NC_013966.1_cds_WP_004040964.1_1052	4.59842795125795	NA	4.44730584816023	NA	5.18615296211704	HVO_RS04575	HVO_RS04575	hypothetical protein		NA	NA	Tar
