Row.names	de00	de02	de04	de08	de24	old	new	prot	geneid	arcog	cog	gene_name
lcl|NC_013964.1_cds_373	6.58997354435013	6.56743872333636	6.72043734309263	NA	7.39393498178731	HVO_RS19695	HVO_RS19695	molecular chaperone GroEL		NA	NA	NA
lcl|NC_013966.1_cds_WP_013035044.1_849	4.2939819965632	5.47708827119956	6.44976348151883	5.8880996475114	6.67323517541727	HVO_A0399	HVO_RS03635	hypothetical protein		arCOG08905	-	-
lcl|NC_013967.1_cds_WP_004044270.1_1709	0.603685880359298	0.599098660333282	1.54391559499328	0.669469521543423	6.4416761221684	HVO_0665	HVO_RS07900	ribose 1,5-bisphosphate isomerase	thi4	arCOG00574	COG1635H	THI4
lcl|NC_013964.1_cds_WP_004041323.1_299	6.35384544821127	6.35787325575725	6.1710317476947	6.52707839505338	6.3246890401481	HVO_B0212	HVO_RS01045	hypothetical protein		-	-	-
lcl|NC_013966.1_cds_WP_013035013.1_771	4.62203570799758	4.43265198125849	4.84872368897459	5.07018856765161	6.29008562139611	HVO_A0319	HVO_RS19890	hypothetical protein		-	-	NA
lcl|NC_013966.1_cds_WP_081442868.1_772	6.4823798130713	4.62417048066859	5.75187357259907	6.26314142322404	6.26610675846167	HVO_RS19895	HVO_RS19895	hypothetical protein		NA	NA	-
lcl|NC_013966.1_cds_WP_049914868.1_493	NA	NA	NA	NA	6.21476103091744	HVO_A0029	HVO_RS02000	hypothetical protein		arCOG08905	-	-
lcl|NC_013966.1_cds_WP_004040967.1_1055	-0.857261291280376	0.143820945760114	-1.06504073628206	0.122427489930214	6.18552863637375	HVO_A0611	HVO_RS04590	ABC transporter substrate-binding protein	znuA2	arCOG01005	COG0803P	LraI
lcl|NC_013964.1_cds_WP_004041336.1_285	0.554313509046781	1.12504919018902	4.99785682732336	5.99089632697185	6.11057851395692	HVO_B0198	HVO_RS00975	iron ABC transporter substrate-binding protein		arCOG06180	COG0614P	FepB
lcl|NC_013967.1_cds_WP_004044017.1_1954	4.80096945966296	6.61321980373727	6.76240075648232	5.02014345375267	6.00028936578271	HVO_0925	HVO_RS09125	hypothetical protein		arCOG14738	-	NA
