Row.names	de00	de02	de04	de08	de24	old	new	prot	geneid	arcog	cog	gene_name
lcl|NC_013967.1_cds_WP_004062665.1_3218	0.777082597196458	-5.43650495782586	-5.63767697896001	-0.265401560844407	-5.67917746792456	HVO_2243	HVO_RS15485	hypothetical protein		arCOG13615	-	-
lcl|NC_013967.1_cds_WP_004044843.1_3923	0.504699090183978	1.34834797079969	-5.69727023208792	0.623923472501346	-5.73878561941045	HVO_2973	HVO_RS19085	hypothetical protein		arCOG06327	-	-
lcl|NC_013967.1_cds_WP_004044551.1_1436	-5.41791743129091	-0.898491672991798	-6.03945934470498	0.78987545766239	-0.0164226740290905	HVO_0373	HVO_RS06495	hypothetical protein		-	-	NA
lcl|NC_013967.1_cds_WP_004041770.1_2872	-3.01299480323967	-3.04156695229917	-6.30850238549295	-3.5736336166527	-2.27404944957048	HVO_1889	HVO_RS13770	hypothetical protein		arCOG06324	-	-
lcl|NC_013967.1_cds_WP_004043998.1_1975	-3.43910222751588	-5.3616505251955	-6.42999001382072	-6.72934680099987	-7.11564323046997	HVO_0947	HVO_RS09235	hypothetical protein		arCOG11204	-	-
lcl|NC_013964.1_cds_277	-1.28759357262687	-0.450222623368388	-6.49596101672002	1.06139946428954	0.251526600444078	HVO_RS19670	HVO_RS19670	hypothetical protein		NA	NA	NA
lcl|NC_013967.1_cds_WP_004044014.1_1959	-1.43508887620049	-1.72185305960893	-6.61590906545263	-1.59003751275892	-1.84149626604117	HVO_0931	HVO_RS09155	UspA domain-containing protein		arCOG02053	COG0589T	UspA
lcl|NC_013966.1_cds_WP_004040949.1_1037	-1.59922961994132	-3.15456653184336	-7.80213626647814	-2.67427558111196	-2.5324327403568	HVO_A0592	HVO_RS04500	hypothetical protein		arCOG13582	-	-
lcl|NC_013967.1_cds_WP_004045285.1_1247	-5.11998348986504	-6.91023414540487	-8.21440585993537	-6.76875672425655	-5.07436737305847	HVO_0171	HVO_RS05540	SWIM zinc finger domain-containing protein		arCOG07773	-	-
lcl|NC_013967.1_cds_WP_004042005.1_3100	-0.722671660980138	-2.23129644785034	-8.41636594284824	-2.84776361192073	1.99596913919203	HVO_2121	HVO_RS14895	hypothetical protein		arCOG11345	-	-
