Row.names	de00	de02	de04	de08	de24	old	new	prot	geneid	arcog	cog	gene_name
lcl|NC_013967.1_cds_WP_004041803.1_2902	-1.82239368540167	-2.51269311910093	-1.06379050961776	-2.86117839921735	-6.26696947537504	HVO_1924	HVO_RS13920	hypothetical protein		arCOG09323	-	-
lcl|NC_013967.1_cds_WP_004042070.1_3157	0.697415854435919	-2.28089086735662	-1.08128928683066	-2.18414625208677	-6.5027607687604	HVO_2178	HVO_RS15180	hypothetical protein		arCOG06308	-	-
lcl|NC_013967.1_cds_WP_004043661.1_2294	-0.281890413285534	-0.631320920345153	-2.34436343956609	-1.42327318454939	-6.65323576535237	HVO_1278	HVO_RS10845	hypothetical protein		arCOG07569	-	-
lcl|NC_013968.1_cds_6	-0.0906696700369257	-0.613430171167096	-0.130273710308579	0.55461550978025	-6.69750146598488	HVO_RS20340	HVO_RS20340	hypothetical protein		NA	NA	NA
lcl|NC_013967.1_cds_WP_004044750.1_3877	-1.35863142249355	-0.590214187765848	-1.23164407531737	-6.76974049368244	-6.70326140397409	HVO_2920	HVO_RS18825	hypothetical protein		arCOG03953	-	-
lcl|NC_013967.1_cds_WP_004042623.1_3538	-1.85867479805771	-6.84576166876399	-2.49393732568102	-1.31481523159494	-7.08322754791241	HVO_2569	HVO_RS17105	hypothetical protein		arCOG08170	-	-
lcl|NC_013967.1_cds_WP_004043998.1_1975	-3.43910222751588	-5.3616505251955	-6.42999001382072	-6.72934680099987	-7.11564323046997	HVO_0947	HVO_RS09235	hypothetical protein		arCOG11204	-	-
lcl|NC_013967.1_cds_WP_004041866.1_2963	-0.545454283662829	-0.806519713849253	-0.640467044285761	-0.960828199720196	-7.34495229932637	HVO_RS14225	HVO_RS14225	hypothetical protein		NA	NA	THEP1
lcl|NC_013966.1_cds_WP_081442873.1_858	-8.57913009247857	-9.00317812214587	-4.01746486320054	-9.29607245141826	-9.24223648510062	HVO_A0408A	HVO_RS19985	hypothetical protein		NA	NA	NA
lcl|NC_013967.1_cds_WP_004043613.1_2340	-0.886898538928931	-2.86702588496449	-3.73945857140753	-3.32941042740139	-9.43593583669438	HVO_1325	HVO_RS11080	hypothetical protein		arCOG08959	-	-
