	t00_mean	t08_mean	theta	prob	log2FC	length	P	locus_tag
HVO_RS00705	75.4500301497719	42.3013546258687	0.255671116080564	0.74666471771757	0.834817613416543	695	0.25333528228243	HVO_RS00705
HVO_RS00635	53.2040644532489	49.7747091129542	0.0321453031160341	0.0352253424625675	0.0961235779370118	863	0.964774657537433	HVO_RS00635
HVO_RS00570	93.7561658107524	68.1575205858374	0.115892455382068	0.302557483938741	0.460040716894146	1949	0.697442516061259	HVO_RS00570
HVO_RS00350	121.799212581102	38.7214051893864	0.471281025990046	0.948413588030854	1.65330159271467	530	0.0515864119691457	HVO_RS00350
HVO_RS00090	222.20704201817	63.3165744296287	0.432944495754662	0.934720476323558	1.81124942863261	653	0.0652795236764419	HVO_RS00090
HVO_RS01720	326.059736089708	19.7260129306047	0.947562608605946	0.983457816581165	4.0469650093808	524	0.0165421834188348	HVO_RS01720
HVO_RS01710	41.697341489227	3.75654429581219	0.715950816389398	0.977913328604424	3.47247738501515	2303	0.0220866713955764	HVO_RS01710
HVO_RS01330	82.5452474906348	11.1299837566778	0.607843863542394	0.971085179643356	2.89073366776065	1706	0.0289148203566435	HVO_RS01330
HVO_RS00950	1951.39971308467	5068.99975609117	-0.975614887577362	0.985666354028446	-1.37719177323945	371	0.0143336459715541	HVO_RS00950
HVO_RS00945	636.255848560743	433.521384199281	0.202011579158166	0.595292309151618	0.553503854067613	311	0.404707690848382	HVO_RS00945
HVO_RS00895	45.5775958090059	10.6123519257052	0.482135631541432	0.950748898303691	2.1025804013327	974	0.0492511016963085	HVO_RS00895
HVO_RS00770	366.614086419476	37.3122013684769	0.841228530879111	0.976992521377997	3.29654283484147	548	0.0230074786220027	HVO_RS00770
HVO_RS00755	1036.77706199974	2589.58433891491	-0.769544496454458	0.962834120306145	-1.32061484064443	413	0.0371658796938547	HVO_RS00755
HVO_RS04090	264.26728838832	206.878852030647	0.145037298285016	0.403734691394072	0.353211681148724	872	0.596265308605928	HVO_RS04090
HVO_RS04280	296.8192147716	101.100585296809	0.430637166970681	0.93358314658412	1.55379313932799	599	0.0664168534158797	HVO_RS04280
HVO_RS04545	146.22920410976	53.386486397451	0.322112465637353	0.850269672034646	1.45368496030549	611	0.149730327965354	HVO_RS04545
HVO_RS04675	808.322478432434	1600.00071252461	-0.707630677331689	0.969903349738147	-0.985069674717772	368	0.0300966502618527	HVO_RS04675
HVO_RS02480	206.347210534747	92.8600354588031	0.313237824573711	0.841167774675651	1.15194419876661	611	0.158832225324349	HVO_RS02480
HVO_RS02940	380.858159893075	314.819167387735	0.0977871006228591	0.237653715115236	0.274730425527363	527	0.762346284884764	HVO_RS02940
HVO_RS03305	276.141548353574	20.8206513570874	0.807734831800065	0.972154117751656	3.72932086466317	581	0.0278458822483436	HVO_RS03305
HVO_RS02130	189.171587593637	27.2326075683985	0.621687678509579	0.9722440116676	2.79628838643859	821	0.0277559883323999	HVO_RS02130
HVO_RS19745	293.694250267072	179.058925990533	0.205826079519014	0.60745195328713	0.713880583884676	626	0.39254804671287	HVO_RS19745
HVO_RS02045	980.252803141788	593.759327522975	0.4292448289294	0.932879328310259	0.723275590105971	302	0.0671206716897409	HVO_RS02045
HVO_RS02040	854.065942486417	1142.84132612233	-0.226563681942718	0.56740062002056	-0.420205741584096	425	0.43259937997944	HVO_RS02040
