	X02_mean	X04_mean	theta	prob	log2FC	length
lcl|NC_013967.1_cds_WP_004044952.1_3964	534.399299740412	947.974265195372	-1.73383314630744	0.999845116703728	-0.826929777236558	641
lcl|NC_013967.1_cds_WP_004044951.1_3963	549.47089207574	886.11531322841	-1.53659112648804	0.99423152097975	-0.689451396649906	392
lcl|NC_013967.1_cds_WP_013035500.1_3962	25.6677312557709	40.8255516656425	-0.366236711784956	0.865478677666402	-0.669516597476607	992
lcl|NC_013967.1_cds_WP_004044943.1_3961	25.4974783806492	27.4199416639773	-0.0573972843285922	0.0862752772015674	-0.104870925584387	2576
lcl|NC_013967.1_cds_WP_004044927.1_3959	69.8744661157209	72.4636580061844	-0.0361481855736945	0.0351179188621286	-0.0524922807733769	605
lcl|NC_013967.1_cds_WP_004044925.1_3958	928.696840662493	1042.37820188255	-0.436179241769632	0.888604403130372	-0.166599187699052	914
lcl|NC_013967.1_cds_WP_004044915.1_3954	621.318099391151	531.700934975531	0.433547331562606	0.879143335562406	0.224717078168837	275
lcl|NC_013967.1_cds_WP_004044914.1_3953	2.77257091311764	6.56099025829957	-0.505119770425224	0.906421817460295	-1.24268921882115	980
lcl|NC_013967.1_cds_WP_004044911.1_3952	4.69138900851603	4.48217043214248	0.0262985705251008	0.0233267411377419	0.0658176260160304	923
lcl|NC_013967.1_cds_WP_004044909.1_3951	NA	NA	NA	NA	NA	2099
lcl|NC_013967.1_cds_WP_013035280.1_3947	9.82463638029353	7.11099180583063	0.203379504047511	0.667640640165534	0.466353218940225	1160
lcl|NC_013967.1_cds_WP_004044900.1_3946	76227.5406220214	63318.8181743969	0.814931414648801	0.934370596474929	0.267678001986629	389
lcl|NC_013967.1_cds_3945	8.36535056796686	5.12812173536478	0.239113806077457	0.744342540951689	0.705995490575622	909
lcl|NC_013967.1_cds_WP_004044895.1_3943	147.044931354158	235.048553374036	-0.492531896325973	0.905011087454845	-0.676701746057041	368
lcl|NC_013967.1_cds_WP_004044893.1_3942	36.7598148389211	100.175259832718	-0.782803092459999	0.935965567310713	-1.44632484698029	251
lcl|NC_013967.1_cds_WP_004044889.1_3940	10.7274344717249	7.41818385801793	0.256710136640555	0.772787265374644	0.532167158176628	1364
lcl|NC_013967.1_cds_WP_004044886.1_3938	0.542466169142826	64.1705502065098	-2.91557520207787	1	-6.8862343760965	188
lcl|NC_013967.1_cds_3937	187.976820398793	325.127952652167	-0.66218051285892	0.915515928709857	-0.79045282330707	318
lcl|NC_013967.1_cds_WP_004044873.1_3936	13.713665915685	14.7518275217051	-0.0565601913440158	0.0837275766376177	-0.10527941134415	593
lcl|NC_013967.1_cds_WP_004044866.1_3932	629.801106150863	1391.59834637934	-2.27863724006543	1	-1.14377467326826	203
lcl|NC_013967.1_cds_WP_004044864.1_3931	133.033171647119	92.9124951457136	0.391284856510321	0.858890214743769	0.51784149206094	680
lcl|NC_013967.1_cds_WP_004044862.1_3930	23.281809834456	22.5899485327385	0.0121306863628134	0.00411242023839931	0.0435222281222537	233
lcl|NC_013967.1_cds_WP_004044860.1_3929	1.63763371816702	1.0343917448795	0.243258816308538	0.751354296436869	0.662830045584331	1325
lcl|NC_013967.1_cds_WP_004044859.1_3928	233.022332826144	214.106575841335	0.118227093102342	0.385191218241946	0.122139123383717	296
lcl|NC_013967.1_cds_WP_004044857.1_3927	23.6000018712087	22.8819914292999	0.0251689065211987	0.0211187313096606	0.0445743580421393	965
lcl|NC_013967.1_cds_WP_004044855.1_3926	24.1266360629947	20.9995767838539	0.105090897309903	0.325533796661595	0.200266524240425	1823
lcl|NC_013967.1_cds_WP_004044843.1_3923	62.3385902282781	0.461079041150361	3.59563889815161	1	7.07896763095017	209
lcl|NC_013967.1_cds_WP_004044837.1_3919	2.5852239990921	1.80094600579395	0.150920443700209	0.515513288824912	0.521534361166732	1259
lcl|NC_013967.1_cds_WP_049914907.1_3918	7.39824444619518	10.111902576292	-0.127515225893026	0.377886406575199	-0.450799594361105	584
lcl|NC_013967.1_cds_WP_004044834.1_3916	31.8498102891368	40.7744165375506	-0.19482988565709	0.641870049247882	-0.356379453598218	665
lcl|NC_013967.1_cds_WP_004044830.1_3913	1552.36952458272	1413.42360752912	0.105680326948873	0.32824462499135	0.135278105428622	191
lcl|NC_013967.1_cds_WP_004044828.1_3912	24.8106325988874	31.9902689565667	-0.180515467905741	0.5948553025503	-0.366674601668107	416
lcl|NC_013967.1_cds_WP_004044826.1_3911	15.7571826736984	94.0585439756472	-0.856057592726195	0.937235681296637	-2.57754939019368	212
lcl|NC_013967.1_cds_WP_004044823.1_3909	31.190017843177	38.8411661743982	-0.202191882789912	0.663034564974462	-0.316502139102757	1565
lcl|NC_013967.1_cds_WP_004044820.1_3908	25.3849885865412	34.6068205017709	-0.258032544497366	0.776164145789624	-0.447080788715846	983
lcl|NC_013967.1_cds_WP_004044818.1_3907	83.3548977029236	79.4310486568367	0.0525965513129478	0.0966592791405154	0.069563920435894	1106
lcl|NC_013967.1_cds_WP_004044808.1_3904	34.1949953652806	46.9731710889381	-0.256509475971271	0.773762929784569	-0.458051797256461	650
lcl|NC_013967.1_cds_WP_004044805.1_3902	4.25881192653838	2.24997757042793	0.398633354616354	0.862235467378377	0.920540400837741	1019
lcl|NC_013967.1_cds_WP_004044803.1_3901	13.6555360388377	10.7282922977203	0.198608052416916	0.655115810036422	0.348065497390874	1589
lcl|NC_013967.1_cds_WP_004044797.1_3898	27.8364224027533	23.924496809768	0.116310962195618	0.376663826110753	0.218485223159773	1499
lcl|NC_013967.1_cds_WP_004044789.1_3895	18.8972560271271	17.4709636341501	0.066209435455759	0.149289260634642	0.113217579158146	2612
lcl|NC_013967.1_cds_WP_004044786.1_3893	10.8205998082513	17.834658063284	-0.302088718139377	0.826749758508268	-0.720903082904413	1055
lcl|NC_013967.1_cds_WP_004044777.1_3890	90.2616623871346	51.9774391605225	0.515076032415216	0.917008086624714	0.796227793073323	890
lcl|NC_013967.1_cds_WP_004044773.1_3888	66.0370822039154	62.3404855097684	0.0480186315304635	0.0809282275497806	0.0831069865597502	377
lcl|NC_013967.1_cds_WP_004044769.1_3886	294.257549522027	259.589590351752	0.188480722814544	0.62760379519107	0.180846897930769	392
lcl|NC_013967.1_cds_WP_004044767.1_3885	22.680463229176	19.1802534963302	0.112583378372871	0.359876550965303	0.241828318501115	599
lcl|NC_013967.1_cds_WP_004044765.1_3884	24.7671273828809	28.6990104794152	-0.113801186061444	0.316325077704756	-0.212574447508638	1313
lcl|NC_013967.1_cds_WP_004044763.1_3883	37.8035775338458	18.7204014238674	0.434473738086426	0.879597653720269	1.01391139891777	719
lcl|NC_013967.1_cds_3882	6.55570360390428	6.41999732441551	0.0116371327226114	0.00378765697153016	0.0301779327731462	1157
lcl|NC_013967.1_cds_WP_004044756.1_3880	43.3785131627179	30.6781624680956	0.260433343228081	0.778504221830944	0.499768531967122	749
