	X02_mean	X24_mean	theta	prob	log2FC	length	P	ncbi_id
lcl|NC_013967.1_cds_WP_004044952.1_3964	535.92934956763	908.945107946474	-1.46329549540106	0.985037185699218	-0.762150345551201	641	0.0149628143007821	lcl|NC_013967.1_cds_WP_004044952.1_3964
lcl|NC_013967.1_cds_WP_004044951.1_3963	551.044093694623	1373.85910686281	-2.28594988904448	1	-1.31799438853503	392	2.22044604925031e-16	lcl|NC_013967.1_cds_WP_004044951.1_3963
lcl|NC_013967.1_cds_WP_013035500.1_3962	25.7412210746985	64.4368132851846	-0.708945802242691	0.942051425302212	-1.32380465584369	992	0.0579485746977881	lcl|NC_013967.1_cds_WP_013035500.1_3962
lcl|NC_013967.1_cds_WP_004044943.1_3961	25.5704807450044	21.5998239533493	0.1249338459871	0.427753524340387	0.243459730695781	2576	0.572246475659613	lcl|NC_013967.1_cds_WP_004044943.1_3961
lcl|NC_013967.1_cds_WP_004044927.1_3959	70.0745251630648	79.7925057722046	-0.117065517920299	0.397164602855193	-0.187363189457872	605	0.602835397144807	lcl|NC_013967.1_cds_WP_004044927.1_3959
lcl|NC_013967.1_cds_WP_004044925.1_3958	931.355812037051	723.18563463774	0.497995516640137	0.897048029504857	0.364966415108711	914	0.102951970495143	lcl|NC_013967.1_cds_WP_004044925.1_3958
lcl|NC_013967.1_cds_WP_004044915.1_3954	623.097008254023	339.643470718275	0.902519915725405	0.944643291480126	0.875435669759006	275	0.0553567085198744	lcl|NC_013967.1_cds_WP_004044915.1_3954
lcl|NC_013967.1_cds_WP_004044914.1_3953	2.78050911896601	6.57226641242028	-0.423851016889948	0.889154816045259	-1.241041893729	980	0.110845183954741	lcl|NC_013967.1_cds_WP_004044914.1_3953
lcl|NC_013967.1_cds_WP_004044911.1_3952	4.70482102263988	4.48127978605066	0.02287358777286	0.0130006841684952	0.0702290389349208	923	0.986999315831505	lcl|NC_013967.1_cds_WP_004044911.1_3952
lcl|NC_013967.1_cds_WP_004044909.1_3951	0.51836047202742	1.31444820693424	-0.658385938368268	0.944214456490592	-1.34242968299304	2099	0.0557855435094078	lcl|NC_013967.1_cds_WP_004044909.1_3951
lcl|NC_013967.1_cds_WP_013035280.1_3947	9.8527655024751	5.54976652427725	0.39785556389064	0.879723420412608	0.828101641863483	1160	0.120276579587392	lcl|NC_013967.1_cds_WP_013035280.1_3947
lcl|NC_013967.1_cds_WP_004044900.1_3946	76445.7892900392	38258.7586395627	4.51796385873982	0.999999999999994	0.998646974571179	389	5.6621374255883e-15	lcl|NC_013967.1_cds_WP_004044900.1_3946
lcl|NC_013967.1_cds_3945	8.38930157837677	6.07386742433468	0.161226454818123	0.563665067861031	0.465935290371583	909	0.436334932138969	lcl|NC_013967.1_cds_3945
lcl|NC_013967.1_cds_WP_004044895.1_3943	147.465938776737	216.226259460958	-0.401062708003023	0.881943312727958	-0.552159977151391	368	0.118056687272042	lcl|NC_013967.1_cds_WP_004044895.1_3943
lcl|NC_013967.1_cds_WP_004044893.1_3942	36.8650626346614	14.9103539783942	0.357588825787966	0.857789271416439	1.30593969990079	251	0.142210728583561	lcl|NC_013967.1_cds_WP_004044893.1_3942
lcl|NC_013967.1_cds_WP_004044889.1_3940	10.7581484140297	8.43207902944553	0.131874561786315	0.45566321267566	0.351469503102318	1364	0.54433678732434	lcl|NC_013967.1_cds_WP_004044889.1_3940
