	X04_mean	X24_mean	theta	prob	log2FC	length
lcl|NC_013967.1_cds_WP_004044952.1_3964	1023.10422898411	994.019512584645	0.122509522933306	0.335322849249597	0.0416070502119899	641
lcl|NC_013967.1_cds_WP_004044951.1_3963	956.339988732479	1501.30121200868	-1.39229570444526	0.998137808256254	-0.650617952139175	392
lcl|NC_013967.1_cds_WP_013035500.1_3962	44.0615165703418	70.4557033159948	-0.422804070599344	0.859444835053372	-0.677197343356141	992
lcl|NC_013967.1_cds_WP_004044943.1_3961	29.59285303871	23.6243858190758	0.169788049304631	0.509346564794564	0.32497197007036	2576
lcl|NC_013967.1_cds_WP_004044927.1_3959	78.206246314285	87.3766093100448	-0.102911753846284	0.223457621292586	-0.159963282572303	605
lcl|NC_013967.1_cds_WP_004044925.1_3958	1124.99143242328	792.974544005773	0.731222238208952	0.942087451306443	0.504567555853113	914
lcl|NC_013967.1_cds_WP_004044915.1_3954	573.847936578157	370.127632296568	0.618551538250342	0.917341053401177	0.63264564346333	275
lcl|NC_013967.1_cds_WP_004044914.1_3953	7.0811114370279	7.16704920132021	-0.00634688979296186	0.00193853946046618	-0.0174034379588227	980
lcl|NC_013967.1_cds_WP_004044911.1_3952	4.83747151105664	4.91916077781049	-0.00825290114919614	0.00294484768011993	-0.02415904393393	923
lcl|NC_013967.1_cds_WP_004044909.1_3951	0.961260217611794	1.43777865809938	-0.165928514415843	0.492875216714832	-0.58084266086762	2099
lcl|NC_013967.1_cds_WP_013035280.1_3947	7.6748020808333	6.07048328260177	0.136551749681861	0.39188634489671	0.338318169763954	1160
lcl|NC_013967.1_cds_WP_004044900.1_3946	68336.0324692932	41864.7236778331	1.76139694781683	0.999838106128179	0.706911385724614	389
lcl|NC_013967.1_cds_3945	5.53422661616713	6.6201786756622	-0.0767710316387524	0.12784375845505	-0.258488434447129	909
lcl|NC_013967.1_cds_WP_004044895.1_3943	253.686631424326	236.150039010414	0.083900449377983	0.182047898284628	0.103343721600779	368
lcl|NC_013967.1_cds_WP_004044893.1_3942	108.119231284744	16.141231757736	0.862787080881677	0.948461879638921	2.74380057782063	251
lcl|NC_013967.1_cds_WP_004044889.1_3940	8.00619912795731	9.19573374673268	-0.0752395935394796	0.123332179151077	-0.199847196388414	1364
lcl|NC_013967.1_cds_WP_004044886.1_3938	69.2539723097486	35.3420432869075	0.305305584454235	0.751891378485278	0.970511373308429	188
lcl|NC_013967.1_cds_3937	350.885167813233	215.736637646898	0.523982205293154	0.869243723304631	0.701727761053241	318
lcl|NC_013967.1_cds_WP_004044873.1_3936	15.9210694899044	28.8844809523998	-0.386892544129967	0.831128969552315	-0.859357318550121	593
lcl|NC_013967.1_cds_WP_004044866.1_3932	1501.90307131507	1438.21559738401	0.143470192776531	0.418611718389333	0.0625117474256286	203
